"effect_size_id","ok","k","pooled_r","cilb95","ciub95","cilb999","ciub999","i2","tau2","n_pooled","review_id","Study.Level.Available.","Value","Value...CI.lower.bound","Value...CI.upper.bound","p.value","Statistical.Test","k..number.of.effects.informing.this.test.","Combined.N","Exposure...Author.Description","exposure","Outcome...Author.Description","cat","Outcome.Level.2","Outcome.Level.3","outcome","Benefit.or.Risk.","Moderator.Level.Recoded","Moderator.Category.Recoded","Use.Moderator","I2.calculated","Value_raw_SE","Value_raw_SD"
"59080_003",TRUE,5,0.000104165627449994,-0.07539055331145,0.07559888456635,-0.12664173006982,0.12685006132472,0,0,679,59080,TRUE,2.09,-2.54,6.73,"-999","Mean difference",5,679,"Active video games","Video games: Physically active","MVPA","health behaviour","health behaviour_physical activity","health behaviour_physical activity_mvpa","Physical activity: Moderate-to-vigorous intensity","Benefit","Overall","Overall",TRUE,74,NA,NA
"59080_002",TRUE,2,-0.0131040674654105,-0.211052874539684,0.184844739608863,-0.345434582863981,0.31922644793316,0,0,100,59080,TRUE,27.21,10.63,43.78,"-999","Mean difference",2,100,"Active video games","Video games: Physically active","Moderate physical activity","health behaviour","health behaviour_physical activity","health behaviour_physical activity_mpa","Physical activity: Moderate intensity","Benefit","Overall","Overall",TRUE,28,NA,NA
"60366_002",TRUE,9,0.0887487505730944,-0.0138568845809886,0.191354385727177,-0.0835128766503504,0.261010377796539,43.6145132646218,0.00898014593289251,1113,60366,TRUE,-999,-999,-999,"-999","Cohen's d",7,1092,"mobile health interventions for decreasing insufficent physical activity","Intervention: To decrease sedentary behavior (via mobile phone)","decreasing sedentary behavior","health behaviour","health behaviour_sedentary time","health behaviour_sedentary time","Physical activity: Sedentary time","Benefit","Overall","Overall",TRUE,13,NA,NA
"59588_012",TRUE,6,-0.119876259504777,-0.215525423219211,-0.0242270957903428,-0.280458868435242,0.0407063494256881,42.1309096171719,0.00568631986272376,809,59588,TRUE,-19.62,-36.6,-2.65,"0.02","Mean difference",6,872,"Digital-based Intervention","Intervention: To promote health","Sedentary behavior","health behaviour","health behaviour_sedentary time","health behaviour_sedentary time","Physical activity: Sedentary time","Risk","Overall","Overall",TRUE,49,NA,NA
"59588_015",TRUE,3,-0.0944222917673965,-0.245405186266533,0.0565606027317398,-0.347903097673133,0.15905851413834,58.9493808302883,0.0100586038495813,483,59588,TRUE,-788.59,-2146.87,569.7,"-999","Mean difference",3,483,"Digital-based Intervention","Intervention: To promote health","Daily steps","health behaviour","health behaviour_physical activity","health behaviour_physical activity_steps","Physical activity: Steps","Benefit","RCTs","Study Design",TRUE,70,NA,NA
"59080_001",TRUE,3,-0.0011870608389416,-0.153309488812787,0.150935367134904,-0.256580996470293,0.25420687479241,0,0,169,59080,TRUE,0.82,0.46,1.18,"-999","Mean difference",3,169,"Active video games","Video games: Physically active","Vigorous physical activity","health behaviour","health behaviour_physical activity","health behaviour_physical activity_vpa","Physical activity: Vigorous intensity","Benefit","Overall","Overall",TRUE,0,NA,NA
"48113_017",TRUE,4,0.517757874996505,0.399501312944596,0.636014437048413,0.319220360187296,0.716295389805714,96.3042018772017,0.0139006615306779,4085,48113,TRUE,1.13,0.95,1.36,"0.17","Odds ratio",5,4085," ","Intervention: Lifestyle risk behaviour (at school)","  ","health behaviour","psychology_risky behaviour","psychology_risky behaviour_alcohol consumption","Risky behavior: Alcohol consumption","Risk","overall","overall",TRUE,9,NA,NA
"57114_001",TRUE,3,0.0462300346940547,-0.0373871285584315,0.129847197946541,-0.0941523973629288,0.186612466751038,0.000570838533067823,3.76304556966089e-08,546,57114,TRUE,-999,-999,-999,"-999","-999",3,546,"Online cannabis interventions","Intervention: Reduce cannabis use","Cannabis use","health behaviour","psychology_risky behaviour","psychology_risky behaviour_cannabis use","Risky behavior: Cannabis use","Risk","Overall ","Overall ",TRUE,-999,NA,NA
"48113_016",TRUE,6,0.610854640774339,0.454289194500009,0.767420087048669,0.348001450482405,0.873707831066273,99.2354837805075,0.0378593924385278,5775,48113,TRUE,1.23,0.95,1.59,"0.12","Odds ratio",6,5775," ","Intervention: Lifestyle risk behaviour (at school)","  ","health behaviour","psychology_risky behaviour","psychology_risky behaviour_smoking_cessation","Risky behavior: Smoking","Risk","overall","overall",TRUE,65,NA,NA
"47429_002",TRUE,14,0.188212665454895,0.135448843956412,0.240976486953379,0.099629014701144,0.276796316208647,96.0936149353588,0.00914516431097547,36228,47429,TRUE,0.19,0.12,0.26,"-999","Weighted mean correlation coefficient",14,36228," ","Social Media: General","  ","health behaviour","psychology_risky behaviour","psychology_risky behaviour_substance use general","Risky behavior: Substance abuse","Risk","overall","overall",TRUE,98,NA,NA
"59588_010",TRUE,4,-0.0377791995746498,-0.0821372945419151,0.00657889539261548,-0.11225071966337,0.0366923205140707,0.0053362979513363,1.86960787670296e-07,1946,59588,TRUE,-5.9,-14.5,2.7,"-999","Mean difference",4,1946,"Digital-based Intervention","Intervention: To promote health","Screen time – computer & gaming","health behaviour","health behaviour_screen time","health behaviour_screen time_computer and gaming","Screen time: Computer & gaming","Risk","Overall","Overall",TRUE,10,NA,NA
"48113_008",TRUE,3,-0.0461070609685571,-0.0834835342293674,-0.00873058770774682,-0.108857338710243,0.0166432167731283,37.3731144008547,0.000419850188260754,5045,48113,TRUE,-0.09,-0.17,-0.01,"0.03","Standard mean difference",3,5045," ","Intervention: Lifestyle risk behaviour (at school)","  ","health behaviour","health behaviour_screen time","health behaviour_screen time","Screen time: General","Risk","overall","overall",TRUE,43,NA,NA
"59588_009",TRUE,8,-0.165581588796688,-0.393537710641638,0.0623745330482618,-0.548290515315081,0.217127337721704,97.5217385961612,0.0978992686253718,1894,59588,TRUE,-17.32,-42.69,8.05,"0.18","Mean difference",8,1894,"Digital-based Intervention","Intervention: To promote health","screen time","health behaviour","health behaviour_screen time","health behaviour_screen time","Screen time: General","Risk","Overall","Overall",TRUE,90,NA,NA
"47484_010",TRUE,5,-0.138946644769638,-0.22385893123808,-0.0540343583011957,-0.281503421659636,0.00361013212036024,21.4994452988799,0.00204089345883379,826,47484,TRUE,-0.267,-0.41,0.124,"-999","Standarised mean difference",5,792," ","Intervention: To promote health (via mobile phone app)","  ","health behaviour","health behaviour_screen time","health behaviour_screen time","Screen time: General","Risk","overall","overall",TRUE,32.35,NA,NA
"47484_004",TRUE,6,-0.111397117977425,-0.20051242183215,-0.0222818141227011,-0.26101021894867,0.0382159829938195,46.0729990396994,0.00497112628086164,1148,47484,TRUE,-0.198,-0.317,-0.078,"0.001","Standarised mean difference",6,1114," ","Intervention: To promote health (via mobile phone)","  ","health behaviour","health behaviour_screen time","health behaviour_screen time","Screen time: General","Risk","overall","overall",TRUE,43.93,NA,NA
"47484_011",TRUE,1,-0.0179970847083967,-0.127356174324857,0.0913620049080633,-0.20159689090536,0.165602721488566,0,0,322,47484,TRUE,-0.036,-0.254,0.183,"-999","Standarised mean difference",1,322," ","Intervention: To promote health (via text message)","  ","health behaviour","health behaviour_screen time","health behaviour_screen time","Screen time: General","Risk","overall","overall",TRUE,0,NA,NA
"59588_011",TRUE,4,-0.0405128626016881,-0.0848596758484271,0.003833950645051,-0.114965442136775,0.033939716933399,0.00391802525739223,1.37216030616874e-07,1946,59588,TRUE,-7.42,-16.57,1.74,"-999","Mean difference",4,1946,"Digital-based Intervention","Intervention: To promote health","Screen time – TV/DVD","health behaviour","health behaviour_screen time","health behaviour_screen time_tv","Screen time: TV/DVD","Risk","Overall","Overall",TRUE,10,NA,NA
"6524_015",TRUE,2,0.132155980050854,0.0165403026870228,0.247771657414685,-0.0619478299916086,0.326259790093317,93.9732478400028,0.00654241751462099,5063,6524,TRUE,0.148,0.034,0.263,"-999","r",2,5063," ","Computer use: General","  ","health behaviour","health behaviour_sleep","health behaviour_sleep_bedtime","Sleep: Bedtime","Risk","overall","overall",TRUE,NA,NA,NA
"6524_016",TRUE,4,0.201136543420776,0.10794792328138,0.294325163560171,0.0446848697888823,0.357588217052669,86.1239050208206,0.0071904572181678,3867,6524,TRUE,0.212,0.09,0.333,"-999","r",4,3867," ","Internet use: General","  ","health behaviour","health behaviour_sleep","health behaviour_sleep_bedtime","Sleep: Bedtime","Risk","overall","overall",TRUE,NA,NA,NA
"6524_014",TRUE,3,0.130843120321732,0.105073875750482,0.156612364892982,0.0875798824352716,0.174106358208193,0,0,5590,6524,TRUE,0.131,0.131,0.131,"-999","r",2,5590," ","Screen use: General (mobile phone)","  ","health behaviour","health behaviour_sleep","health behaviour_sleep_bedtime","Sleep: Bedtime","Risk","overall","overall",TRUE,NA,NA,NA
"6524_011",TRUE,8,0.05929313719471,-0.00168513511852664,0.120271409507947,-0.0430815169671036,0.161667791356524,90.0397487517152,0.00650521170096846,11712,6524,TRUE,0.041,-0.112,0.194,"-999","r",8,11712," ","TV programs and movies: General","  ","health behaviour","health behaviour_sleep","health behaviour_sleep_bedtime","Sleep: Bedtime","Risk","overall","overall",TRUE,NA,NA,NA
"6524_013",TRUE,6,0.106656611396124,0.0534638645348283,0.15984935825742,0.0173528502815285,0.195960372510719,67.007777236985,0.00262200399926293,5916,6524,TRUE,0.12,0.0424,0.198,"-999","r",6,5916," ","Video games: General","  ","health behaviour","health behaviour_sleep","health behaviour_sleep_bedtime","Sleep: Bedtime","Risk","overall","overall",TRUE,NA,NA,NA
"61303_002",TRUE,5,0.30415233621456,0.255076020777569,0.35322865165155,0.221759532519015,0.386545139910105,79.7797994851096,0.00244464136870088,6807,61303,TRUE,-999,-999,-999,"-999","-999",5,6807,"Mobile phone addiction","Screen use: General (mobile phone addiction)","Sleep disorders","health behaviour","health behaviour_sleep","health behaviour_sleep_disorders","Sleep: Disorders","Risk","Correlation","Analysis",TRUE,-999,NA,NA
"6524_001",TRUE,4,-0.164743087887572,-0.19657963301478,-0.132906542760363,-0.218192540839642,-0.111293634935501,39.2290429440681,0.000410136390151744,7611,6524,TRUE,-0.157,-0.175,-0.139,"-999","r",4,7611," ","Computer use: General","  ","health behaviour","health behaviour_sleep","health behaviour_sleep_duration","Sleep: Duration","Benefit","overall","overall",TRUE,NA,NA,NA
"6524_003",TRUE,5,-0.122797893481322,-0.206321881105976,-0.0392739058566671,-0.263023895677082,0.017428108714439,92.1969670459336,0.00760019934253877,11850,6524,TRUE,-0.087,-0.204,0.031,"-999","r",5,11850," ","Internet use: General","  ","health behaviour","health behaviour_sleep","health behaviour_sleep_duration","Sleep: Duration","Benefit","overall","overall",TRUE,NA,NA,NA
"47448_001",TRUE,7,-0.0954579199542102,-0.174871300565365,-0.0160445393430551,-0.228782743165423,0.0378669032570027,87.1396815544814,0.00884966216760272,6184,47448,TRUE,-0.09,-0.17,-0.01,"-999","Correlation coefficient",7,6184," ","Screen use: General","  ","health behaviour","health behaviour_sleep","health behaviour_sleep_duration","Sleep: Duration","Benefit","overall","overall",TRUE,90,NA,NA
"47448_004",TRUE,4,-0.108823411065269,-0.263094543486985,0.0454477213564469,-0.367824744322069,0.150177922191531,93.1073871292995,0.0210500934067217,3803,47448,TRUE,-0.1,-0.25,0.05,"-999","Correlation coefficient",4,3803," ","Screen use: General","  ","health behaviour","health behaviour_sleep","health behaviour_sleep_duration","Sleep: Duration","Benefit","Preschoolers","age",TRUE,93.5,NA,NA
"61463_001",TRUE,8,-0.121106394674598,-0.173059714313685,-0.069153075035511,-0.208329317345944,-0.0338834720032524,79.3951311449572,0.0042176287685556,7634,61463,TRUE,-0.25,-0.37,-0.12,"-999","Standardized mean difference",8,7634,"Excessive technology use","Screen use: General (excessive)","Sleep duration","health behaviour","health behaviour_sleep","health behaviour_sleep_duration","Sleep: Duration","Benefit","Overall","Overall",TRUE,81,NA,NA
"61463_002",TRUE,3,-0.147543700313822,-0.192803270647077,-0.102284129980566,-0.223528681268645,-0.0715587193589986,0,0,1797,61463,TRUE,-0.3,-0.39,-0.2,"-999","Standardized mean difference",3,1797,"Excessive technology use","Screen use: General (excessive)","Sleep duration","health behaviour","health behaviour_sleep","health behaviour_sleep_duration","Sleep: Duration","Benefit","<=14","Age",TRUE,0,NA,NA
"61463_003",TRUE,5,-0.106431055277993,-0.184454398674004,-0.0284077118819823,-0.237422185293679,0.0245600747376921,87.5567801943827,0.00662316686355618,5837,61463,TRUE,-0.22,-0.41,-0.02,"-999","Standardized mean difference",5,5837,"Excessive technology use","Screen use: General (excessive)","Sleep duration","health behaviour","health behaviour_sleep","health behaviour_sleep_duration","Sleep: Duration","Benefit",">14","Age",TRUE,87,NA,NA
"61423_002",TRUE,6,-0.183019842581895,-0.255902838808689,-0.1101368463551,-0.305380992708728,-0.0606586924550619,91.0904519594187,0.00744046004102288,7855,61423,TRUE,-999,-999,-999,"-999","-999",-999,-999,"Internet addiction","Screen use: General (internet addiction)","Sleep duration","health behaviour","health behaviour_sleep","health behaviour_sleep_duration","Sleep: Duration","Benefit","Overall","Overall",TRUE,-999,NA,NA
"6524_002",TRUE,7,-0.117044659942372,-0.179473987759439,-0.0546153321253048,-0.221855449136204,-0.0122338707485398,94.2290965496444,0.00619313201379607,18902,6524,TRUE,-0.104,-0.273,0.064,"-999","r",7,18902," ","Screen use: General (mobile phone)","  ","health behaviour","health behaviour_sleep","health behaviour_sleep_duration","Sleep: Duration","Benefit","overall","overall",TRUE,NA,NA,NA
"6524_005",TRUE,10,-0.0559735677114331,-0.102433291274685,-0.00951384414818143,-0.133973451142189,0.0220263157193229,78.0438656423117,0.00382070282514357,9798,6524,TRUE,-0.059,-0.159,0.041,"-999","r",10,9798," ","TV programs and movies: General","  ","health behaviour","health behaviour_sleep","health behaviour_sleep_duration","Sleep: Duration","Benefit","overall","overall",TRUE,NA,NA,NA
"6524_004",TRUE,8,-0.0535777360228465,-0.0976385442468951,-0.00951692779879791,-0.127550150014114,0.0203946779684207,28.7440028066725,0.00107163805776902,3321,6524,TRUE,-0.059,-0.059,-0.059,"-999","r",8,3321," ","Video games: General","  ","health behaviour","health behaviour_sleep","health behaviour_sleep_duration","Sleep: Duration","Benefit","overall","overall",TRUE,NA,NA,NA
"55945_001",TRUE,8,-0.156623500516247,-0.208355694826104,-0.10489130620639,-0.243475182280831,-0.069771818751663,75.7356968600189,0.00352349494548617,11429,55945,TRUE,-999,-999,-999,"-999","-999",8,11409,"Problematic gaming","Video games: General (problematic use)","Sleep duration","health behaviour","health behaviour_sleep","health behaviour_sleep_duration","Sleep: Duration","Benefit","Overall","Overall",TRUE,-999,NA,NA
"59227_007",TRUE,4,-0.149172744043286,-0.218132196024474,-0.0802132920620975,-0.26494676944528,-0.033398718641292,68.8433373168239,0.00311457729349875,4181,59227,TRUE,-0.15,-0.21,-0.08,"<.001","correlation",4,4181,"Smartphone and/or tablet use","Screen use: General (mobile or tablet)","Sleep-related factors","health behaviour","health behaviour_sleep","health behaviour_sleep","Sleep: General","Benefit","Overall","Overall",TRUE,67.75,NA,NA
"6524_009",TRUE,1,0.04,0.00583750759366156,0.0741624924063384,-0.017354418430207,0.097354418430207,0,0,3282,6524,TRUE,0.04,0.04,0.04,"-999","r",1,3282," ","Computer use: General","  ","health behaviour","health behaviour_sleep","health behaviour_sleep_onset_latency","Sleep: Time to fall asleep","Risk","overall","overall",TRUE,NA,NA,NA
"6524_012",TRUE,3,0.0920727416298843,-0.0109420333649768,0.195087516624745,-0.08087577861487,0.265021261874639,72.5991893339868,0.00579437230599676,1729,6524,TRUE,0.08,-0.03,0.189,"-999","r",3,1729," ","Internet use: General","  ","health behaviour","health behaviour_sleep","health behaviour_sleep_onset_latency","Sleep: Time to fall asleep","Risk","overall","overall",TRUE,NA,NA,NA
"61463_004",TRUE,3,0.0841733520461306,0.000198092555641058,0.16814861153662,-0.05681027740677,0.225156981499031,70.0891357916069,0.00384456006543102,1836,61463,TRUE,0.16,-0.02,0.34,"-999","Standardized mean difference",3,1836,"Excessive technology use","Screen use: General (excessive)","Sleep onset latency","health behaviour","health behaviour_sleep","health behaviour_sleep_onset_latency","Sleep: Time to fall asleep","Risk","Overall","Overall",TRUE,66,NA,NA
"6524_008",TRUE,2,0.0394362183285762,0.00602271283490065,0.0728497238222517,-0.0166607476805175,0.0955331843376698,0,0,3432,6524,TRUE,0.039,0.039,0.039,"-999","r",2,3432," ","Screen use: General (mobile phone)","  ","health behaviour","health behaviour_sleep","health behaviour_sleep_onset_latency","Sleep: Time to fall asleep","Risk","overall","overall",TRUE,NA,NA,NA
"6524_006",TRUE,6,0.0268719382254803,-0.0166727469949067,0.0704166234458673,-0.0462339718128151,0.0999778482637756,42.9998248117161,0.00110640162956633,5633,6524,TRUE,0.01,-0.037,0.057,"-999","r",6,5633," ","TV programs and movies: General","  ","health behaviour","health behaviour_sleep","health behaviour_sleep_onset_latency","Sleep: Time to fall asleep","Risk","overall","overall",TRUE,NA,NA,NA
"6524_007",TRUE,8,0.0317554234904735,0.00633250325935321,0.0571783437215938,-0.0109263804982458,0.0744372274791928,0.0790128777910249,1.44953540779686e-06,5945,6524,TRUE,0.031,0.031,0.031,"-999","r",8,5945," ","Video games: General","  ","health behaviour","health behaviour_sleep","health behaviour_sleep_onset_latency","Sleep: Time to fall asleep","Risk","overall","overall",TRUE,NA,NA,NA
"47934_004",TRUE,5,-0.0427501987674884,-0.187067302028014,0.101566904493037,-0.2850400009455,0.199539603410523,0,0,188,47934,TRUE,79.89,-19.89,179.66,"-999","Mean difference",4,188," ","Advertising: General","  ","physical health","physical health_body composition_bmi","health behaviour_BMI_healthy weight","Body composition","Risk","overall","overall",TRUE,99.3,NA,NA
"47934_005",TRUE,5,-0.0823316113904732,-0.292573793293219,0.127910570512273,-0.435301117511534,0.270637894730588,0,0,90,47934,TRUE,125.53,18.8,232.25,"-999","Mean difference",4,90," ","Advertising: General","  ","physical health","physical health_body composition","physical health_body composition_overweight/obesity status","Body composition","Risk","overall","overall",TRUE,94.7,NA,NA
"47934_006",TRUE,10,-0.0554272567191607,-0.174409854839915,0.0635553414015936,-0.255183692442942,0.14432917900462,0,0,278,47934,TRUE,102.07,32.38,171.76,"-999","Mean difference",4,278," ","Advertising: General","  ","physical health","physical health_body composition","physical health_body composition_bmi","Body composition","Risk","overall","overall",TRUE,98.6,NA,NA
"16550_001",TRUE,5,0.0837371397117401,-0.100519413944722,0.267993693368203,-0.225605848241911,0.393080127665391,98.31611144165,0.0431423562385504,7888,16550,TRUE,0.002,-0.004,0.008,"-999","beta",5,6971," ","Computer use: General","  ","physical health","physical health_body composition","physical health_body composition_bmi","Body composition","Risk","overall","overall",TRUE,72,NA,NA
"48113_018",TRUE,5,-1.7207134673547e-05,-0.0332656018600694,0.0332311875907223,-0.0558369734600144,0.0558025591906673,0,0,3480,48113,TRUE,-0.13,-0.43,0.16,"0.38","Standard mean difference",5,3480," ","Intervention: Lifestyle risk behaviour (at school)","  ","physical health","physical health_body composition","physical health_body composition_bmi","Body composition","Risk","overall","overall",TRUE,30,NA,NA
"10098_007",TRUE,6,9.85315822785516e-05,-0.0738755404279645,0.0740726035925216,-0.124094394056676,0.124291457221233,0,0,708,10098,TRUE,-0.1,-0.28,0.09,"0.32","mean difference",6,708," ","Intervention: Screen time reduction","  ","physical health","physical health_body composition","physical health_body composition_bmi","Body composition","Risk","overall","overall",TRUE,38,NA,NA
"14058_001",TRUE,4,0.000291316218758676,-0.108933191404254,0.109515823841771,-0.183082544169756,0.183665176607274,0,0,326,14058,TRUE,-0.89,-1.67,-0.11,"0.03","pooled mean difference",4,326," ","Intervention: Screen time reduction","  ","physical health","physical health_body composition","physical health_body composition_bmi","Body composition","Risk","overall","overall",TRUE,46,NA,NA
"8365_001",TRUE,5,-0.0759905533017986,-0.159973297086575,0.00799219048297749,-0.216986747919473,0.0650056413158757,0,0,541,8365,TRUE,-0.154,-0.354,0.045,"0.129","hedges g",5,389," ","Intervention: Screentime reduction","  ","physical health","physical health_body composition","physical health_body composition_bmi","Body composition","Risk","overall","intervention type",TRUE,0,NA,NA
"47484_006",TRUE,6,-0.0213622194543683,-0.0883589844761593,0.0456345455674228,-0.133841146601297,0.0911167076925608,0,0,853,47484,TRUE,-0.042,-0.182,0.098,"-999","Standarised mean difference",6,853," ","Intervention: To promote health (via mobile phone app)","  ","physical health","physical health_body composition","physical health_body composition_bmi","Body composition","Risk","overall","overall",TRUE,0,NA,NA
"47484_012",TRUE,2,-0.0394739694026932,-0.28579512234563,0.206847183540244,-0.453015414390443,0.374067475585057,0,0,65,47484,TRUE,-0.077,-0.566,0.402,"-999","Standarised mean difference",2,65," ","Intervention: To promote health (via mobile phone app)","  ","physical health","physical health_body composition","physical health_body composition_weight","Body composition","Risk","overall","overall",TRUE,0,NA,NA
"47484_001",TRUE,9,-0.0189861714917664,-0.072145274244931,0.0341729312613983,-0.108233448488268,0.0702611055047354,0,0,1358,47484,TRUE,-0.037,-0.147,0.073,"0.505","Standarised mean difference",9,1358," ","Intervention: To promote health (via mobile phone)","  ","physical health","physical health_body composition","physical health_body composition_bmi","Body composition","Risk","overall","overall",TRUE,0,NA,NA
"47484_002",TRUE,3,-0.0208550439202872,-0.155035059706224,0.11332497186565,-0.2461259837224,0.204415895881825,0,0,216,47484,TRUE,-0.043,-0.322,0.236,"0.763","Standarised mean difference",3,216," ","Intervention: To promote health (via mobile phone)","  ","physical health","physical health_body composition","physical health_body composition_weight","Body composition","Risk","overall","overall",TRUE,0,NA,NA
"47484_007",TRUE,3,-0.0149478324637626,-0.102290734907447,0.0723950699799222,-0.161585300072373,0.131689635144848,0,0,505,47484,TRUE,-0.03,-0.208,0.149,"-999","Standarised mean difference",3,505," ","Intervention: To promote health (via text message)","  ","physical health","physical health_body composition","physical health_body composition_bmi","Body composition","Risk","overall","overall",TRUE,0,NA,NA
"47484_013",TRUE,1,-0.0129989016392153,-0.173002250285138,0.147004447006707,-0.281623886588202,0.255626083309771,0,0,151,47484,TRUE,-0.026,-0.369,0.318,"-999","Standarised mean difference",1,151," ","Intervention: To promote health (via text message)","  ","physical health","physical health_body composition","physical health_body composition_weight","Body composition","Risk","overall","overall",TRUE,0,NA,NA
"7702_005",TRUE,4,0.0715224875226674,-0.123325373625418,0.266370348670753,-0.255601939629629,0.398646914674964,87.0454575363964,0.0308016686875434,1102,7702,TRUE,0.05,-0.19,0.3,"0.67","std mean difference",4,1102," ","Intervention: To promote healthy weight (obesity prevention)","  ","physical health","physical health_body composition","physical health_body composition_bmi","Body composition","Risk","obesity_prevention","intervention type",TRUE,63,NA,NA
"14231_001",TRUE,8,0.000125588401109467,-0.0321659153987778,0.0324170922009967,-0.0540876814812638,0.0543388582834827,0,0,3692,14231,TRUE,-0.27,-0.4,-0.13,"-999","mean difference",8,3962," ","Screen use: General","  ","physical health","physical health_body composition","physical health_body composition_bmi","Body composition","Risk","overall","overall",TRUE,20,NA,NA
"16550_003",TRUE,9,0.10970568425753,0.0245291737940127,0.194882194721046,-0.0332946906402648,0.252706059155324,97.8764548656365,0.016243784517942,25716,16550,TRUE,0.01,-0.002,0.02,"-999","beta",9,24257," ","TV programs and movies: General","  ","physical health","physical health_body composition","physical health_body composition_bmi","Body composition","Risk","overall","overall",TRUE,89,NA,NA
"8556_119",TRUE,12,0.0623415704666684,0.0278318085522263,0.0968513323811105,0.00440413132360107,0.120279009609736,0.0408656709559111,1.741704735034e-06,3196,8556,TRUE,0.057,0.037,0.077,"-999","r = uncorrected sample-weighted mean effect size",12,3196," ","TV programs and movies: General","  ","physical health","physical health_body composition","physical health_body composition_adiposity","Body composition","Risk","13-18","age",TRUE,0,NA,NA
"8556_138",TRUE,4,0.149317633914743,0.0425313104928052,0.256103957336682,-0.0299628296801465,0.328598097509633,77.3181172633106,0.00802550566794519,2047,8556,TRUE,0.146,0.089,0.203,"-999","r = uncorrected sample-weighted mean effect size",4,2047," ","TV programs and movies: General","  ","physical health","physical health_body composition","physical health_body composition_adiposity","Body composition","Risk","0-6","age",TRUE,0,NA,NA
"59900_001",TRUE,21,0.0558864811107858,0.00812924929542083,0.103643712926151,-0.0242917513210678,0.136064713542639,93.9466996082196,0.010539769221169,31189,59900,TRUE,-999,-999,-999,"-999","-999",16,31189,"Video gaming","Video games: General","Body mass","physical health","physical health_body composition","physical health_body composition","Body composition","Risk","Overall","Overall",TRUE,-999,NA,NA
"59900_002",TRUE,8,0.0606906625379369,-0.0521300926600534,0.173511417735927,-0.128720833680557,0.25010215875643,96.6234176168045,0.0239970747386065,10777,59900,TRUE,0.01,-0.21,0.23,"-999","Correlation",6,10777,"Video gaming","Video games: General","Body mass","physical health","physical health_body composition","physical health_body composition","Body composition","Risk","Adolescents","Age",TRUE,-999,NA,NA
"59900_003",TRUE,13,0.0933871898963563,0.0301834274932129,0.1565909522995,-0.0127237750799782,0.199498154872691,94.7044653316766,0.0117534794474863,20004,59900,TRUE,0.09,-0.07,0.25,"-999","Correlation",10,20004,"Video gaming","Video games: General","Body mass","physical health","physical health_body composition","physical health_body composition","Body composition","Risk","Children","Age",TRUE,-999,NA,NA
"47837_005",TRUE,2,-0.115066878833094,-0.211257399339747,-0.0188763583264411,-0.276558355992833,0.0464245983266454,0,0,406,47837,TRUE,-0.24,-0.45,-0.04,"0.02","Standardised mean difference",2,370," ","Video games: Health promoting content","  ","physical health","physical health_body composition","physical health_body composition","Body composition","Benefit","overall","overall",TRUE,0,NA,NA
"15101_001",TRUE,7,-0.0427418412919102,-0.123809805969959,0.0383261233861391,-0.178844497741163,0.0933608151573424,0,0,588,15101,TRUE,-0.08,-0.25,0.08,"0.31","SMD",7,588," ","Video games: Physically active","  ","physical health","physical health_body composition","physical health_body composition_weight","Body composition","Risk","overall","overall",TRUE,0,NA,NA
"39489_017",TRUE,10,-0.116237851977533,-0.180478531370788,-0.051997172584278,-0.224089666837443,-0.00838603711762226,16.0228398285009,0.00165699374721949,1233,39489,TRUE,-0.234,-0.37,-0.099,"-999","Standardised mean difference",10,1233," ","Video games: Physically active","  ","physical health","physical health_body composition","physical health_body composition_bmi","Body composition","Risk","overall","overall",TRUE,22.57,NA,NA
"39489_027",TRUE,6,-0.0899989579683527,-0.161208999815014,-0.0187889161216913,-0.209551433470643,0.029553517533938,0,0,748,39489,TRUE,-0.189,-0.329,-0.052,"0.007","hedge's g",6,519," ","Video games: Physically active","  ","physical health","physical health_body composition","physical health_body composition_bmi","Body composition","Risk","active game","intervention type",TRUE,NA,NA,NA
"42162_001",TRUE,5,0.109298327879755,-0.0278606793267574,0.246457335086267,-0.120973954283549,0.339570610043058,50.6005132594948,0.0113955715052358,561,42162,TRUE,0.2,-0.08,0.48,"-999","hedge's g",5,561," ","Video games: Physically active","  ","physical health","physical health_body composition","physical health_body composition_bmi","Body composition","Risk","overall","overall",TRUE,NA,NA,NA
"48050_001",TRUE,19,-0.121088358913023,-0.254394791555709,0.0122180737296619,-0.344892665293439,0.102715947467392,86.8237388184474,0.0656400914093847,1347,48050,TRUE,-0.191,-0.386,0.003,"0.053","Standardised mean difference",19,1272," ","Video games: Physically active","  ","physical health","physical health_body composition","physical health_body composition_bmi","Body composition","Risk","overall","overall",TRUE,82.91,NA,NA
"59740_003",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,59740,TRUE,-0.02,-0.18,0.14,"-999","Standardized mean difference",3,-999,"computer-based nutrition interventions within schools","Intervention: Nutrition (in schools)","BMI","physical health","physical health_body composition","physical health_body composition_bmi","Body composition: BMI","Risk","Overall","Overall",TRUE,26.68,NA,NA
"59588_003",TRUE,13,-0.00245086074365262,-0.0427447933544962,0.037843071867191,-0.0700991764365704,0.0651974549492652,39.4305528523429,0.00188304762328794,4780,59588,TRUE,-999,-999,-999,"-999","Mean difference",13,3938,"Digital-based Intervention","Intervention: To promote health","Body mass index","physical health","physical health_body composition","physical health_body composition_bmi","Body composition: BMI","Risk","RCTs","Study Design",TRUE,-999,NA,NA
