"effect_size_id","ok","k","pooled_r","cilb95","ciub95","cilb999","ciub999","i2","tau2","n_pooled","review_id","Study.Level.Available.","Value","Value...CI.lower.bound","Value...CI.upper.bound","p.value","Statistical.Test","k..number.of.effects.informing.this.test.","Combined.N","Exposure...Author.Description","exposure","Outcome...Author.Description","cat","Outcome.Level.2","Outcome.Level.3","outcome","Benefit.or.Risk.","Moderator.Level.Recoded","Moderator.Category.Recoded","Use.Moderator","I2.calculated","Value_raw_SE","Value_raw_SD"
"47733_001",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,47733,TRUE,-0.12,-0.19,-0.05,"-999","Correlation coefficient",8,135131," ","Screen use: General (mobile phone)","  ","education","education_learning","education_learning_general","Learning: General","Benefit","overall","overall",TRUE,NA,NA,NA
"57313_001",TRUE,122,-0.260318715310759,-0.315159475375324,-0.205477955246193,-0.352389278030887,-0.16824815259063,75.1921178921126,0.0659249989127784,3436,57313,TRUE,-0.53,-0.66,-0.41,"-999","Hedge's g",59,3436,"Learning from video vs face-to-face","Screen use: Video (vs face-to-face)","Learning","education","education_learning","education_learning_academic performance","Learning: General","Benefit","Overall","Overall",TRUE,70.11976787,NA,NA
"57313_002",TRUE,88,-0.306074447436652,-0.364745838502109,-0.247403056371194,-0.404576145527807,-0.207572749345496,69.7646596100342,0.0502223316324535,2433,57313,TRUE,-0.63,-0.77,-0.5,"-999","Hedge's g",37,2433,"Learning from video vs face-to-face","Screen use: Video (vs face-to-face)","Learning","education","education_learning","education_learning_academic performance","Learning: General","Benefit","<36 months","Age",TRUE,-999,NA,NA
"57313_003",TRUE,34,-0.15014466663988,-0.268815586639439,-0.0314737466403197,-0.3493778349988,0.0490885017190412,80.2747566665279,0.0926916952074602,1003,57313,TRUE,-0.25,-0.5,-0.01,"-999","Hedge's g",22,1003,"Learning from video vs face-to-face","Screen use: Video (vs face-to-face)","Learning","education","education_learning","education_learning_academic performance","Learning: General","Benefit",">=36 months","Age",TRUE,-999,NA,NA
"57313_004",TRUE,73,-0.270224236622286,-0.344477279178503,-0.19597119406607,-0.394885517825968,-0.145562955418604,77.5940644822893,0.0746406758992983,1879,57313,TRUE,-0.58,-0.76,-0.41,"-999","Hedge's g",28,1879,"Learning from video vs face-to-face","Screen use: Video (vs face-to-face)","Learning","education","education_learning","education_learning_academic performance","Learning: General","Benefit","Imitation","Learning domain",TRUE,-999,NA,NA
"57313_005",TRUE,21,-0.148685500440499,-0.239563760283099,-0.0578072405979003,-0.301258377127167,0.00388737624616861,44.4634074051415,0.0191177461189322,810,57313,TRUE,-0.27,-0.41,-0.14,"-999","Hedge's g",13,810,"Learning from video vs face-to-face","Screen use: Video (vs face-to-face)","Learning","education","education_learning","education_learning_academic performance","Learning: General","Benefit","Language learning","Learning domain",TRUE,-999,NA,NA
"57313_006",TRUE,16,-0.474290702747476,-0.598062064224084,-0.350519341270868,-0.682086854485184,-0.266494551009768,68.5455658370119,0.0397255180198591,399,57313,TRUE,-1,-1.4,-0.6,"-999","Hedge's g",10,399,"Learning from video vs face-to-face","Screen use: Video (vs face-to-face)","Learning","education","education_learning","education_learning_academic performance","Learning: General","Benefit","Object retrieval","Learning domain",TRUE,-999,NA,NA
"57313_007",TRUE,12,-0.113726308153674,-0.244474842759921,0.0170222264525732,-0.333236233651725,0.105783617344378,37.0168352443072,0.0190649476320125,348,57313,TRUE,-0.16,-0.4,0.08,"-999","Hedge's g",7,348,"Learning from video vs face-to-face","Screen use: Video (vs face-to-face)","Learning","education","education_learning","education_learning_academic performance","Learning: General","Benefit","Other","Learning domain",TRUE,-999,NA,NA
"34220_002",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,34220,TRUE,-0.05,-999,-999,"-999","correlation",274,87025," ","TV programs and movies: General","  ","education","education_learning","education_learning_general","Learning: General","Benefit","overall","overall",TRUE,NA,NA,NA
"47569_002",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,47569,TRUE,-0.19,-0.29,-0.09,"-999","Cohen's d",18,94876," ","TV programs and movies: General","  ","education","education_learning","education_learning_academic performance","Learning: General","Benefit","overall","overall",TRUE,97.5,NA,NA
"61489_001",TRUE,16,0.15115482481846,0.0544518114740322,0.247857838162889,-0.0111970617139512,0.313506711350872,66.5823669895494,0.0235538910831809,1287,61489,TRUE,0.19,0.04,0.57,"-999","Cohen's d",4,697,"Game based learning with instructional support (vs no support)","Video games: Educational (instructional support)","Learning","education","education_learning","education_learning_academic performance","Learning: General","Benefit","Elementary school","Age",TRUE,-999,NA,NA
"61489_002",TRUE,13,0.0660763937286298,-0.0718762356918098,0.204029023149069,-0.165528277769494,0.297681065226754,60.7429540961442,0.0388276962510427,471,61489,TRUE,0.18,-0.1,0.52,"-999","Cohen's d",3,210,"Game based learning with instructional support (vs no support)","Video games: Educational (instructional support)","Learning","education","education_learning","education_learning_academic performance","Learning: General","Benefit","Middle/High school","Age",TRUE,-999,NA,NA
"47569_005",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,47569,TRUE,-0.15,-0.22,-0.08,"-999","Cohen's d",10,7928," ","Video games: General","  ","education","education_learning","education_learning_academic performance","Learning: General","Benefit","overall","overall",TRUE,63,NA,NA
"59233_001",TRUE,40,0.262898941178608,0.171179493399155,0.354618388958062,0.10891381844341,0.416884063913807,89.4135287066078,0.0742203401020095,2966,59233,TRUE,-999,-999,-999,"-999","-999",-999,-999,"Augmented reality","Intervention: Augmented reality","Language gains","education","education_literacy","education_literacy_language","Learning: Languages","Benefit","Overall","Overall",TRUE,-999,NA,NA
"59233_002",TRUE,3,0.32365726335297,-0.149764420427871,0.797078947133811,-0.471156681207516,1.11847120791346,90.2886493855384,0.139057904250106,146,59233,TRUE,0.81,-0.51,2.13,"-999","Hedge's g",3,-999,"Augmented reality","Intervention: Augmented reality","Language gains","education","education_literacy","education_literacy_language","Learning: Languages","Benefit","Preschool","Learner educational level",TRUE,-999,NA,NA
"59233_003",TRUE,25,0.199260128089729,0.0677993631092019,0.330720893070256,-0.0214455403423942,0.419965796521852,92.9454331876013,0.100763669635864,2078,59233,TRUE,1.23,0.41,2.06,"-999","Hedge's g",7,-999,"Augmented reality","Intervention: Augmented reality","Language gains","education","education_literacy","education_literacy_language","Learning: Languages","Benefit","Elementary school","Learner educational level",TRUE,-999,NA,NA
"59233_004",TRUE,12,0.376771750151796,0.314699272814771,0.438844227488821,0.272560066886944,0.480983433416648,0,0,742,59233,TRUE,0.8,-0.26,1.87,"-999","Hedge's g",4,-999,"Augmented reality","Intervention: Augmented reality","Language gains","education","education_literacy","education_literacy_language","Learning: Languages","Benefit","Secondary school","Learner educational level",TRUE,-999,NA,NA
"60309_001",TRUE,36,0.09900593181459,0.0726779092510584,0.125333954378122,0.0548045777509575,0.143207285878223,0,0,5447,60309,TRUE,0.3,0.19,0.41,"0.01","Hedge's g",36,5447,"Educational apps","Screen use: Educational apps","Overall maths and literacy skills","education","education_learning","education_learning_literacy and numeracy","Learning: Literacy and numeracy","Benefit","Overall","Overall",TRUE,71,NA,NA
"60309_004",TRUE,15,0.113282525257922,0.0700758238706908,0.156489226645153,0.0407440464819273,0.185821004033916,0,0,2011,60309,TRUE,0.35,-999,-999,"-999","Hedge's g",15,2011,"Educational apps","Screen use: Educational apps","Overall maths and literacy skills","education","education_learning","education_learning_literacy and numeracy","Learning: Literacy and numeracy","Benefit","Preschool","Age",TRUE,-999,NA,NA
"60309_005",TRUE,18,0.0877963365902135,0.0536723086184695,0.121920364561957,0.0305064949845008,0.145086178195926,0,0,3255,60309,TRUE,0.17,-999,-999,"-999","Hedge's g",18,3255,"Educational apps","Screen use: Educational apps","Overall maths and literacy skills","education","education_learning","education_learning_literacy and numeracy","Learning: Literacy and numeracy","Benefit","K-3","Age",TRUE,-999,NA,NA
"59233_005",TRUE,30,0.281822110241804,0.151110607159805,0.412533613323803,0.0623743558965938,0.501269864587014,95.902364558663,0.111420590103373,1197,59233,TRUE,-999,-999,-999,"-999","-999",-999,-999,"Augmented reality","Intervention: Augmented reality","Learner's motivation","education","education_learning","education_learning_motivation","Learning: Motivation","Benefit","Overall","Overall",TRUE,-999,NA,NA
"59233_006",TRUE,12,0.522725571902019,0.318430905675226,0.727020238128812,0.17974117748304,0.865709966320999,98.3114816011164,0.120424076632462,657,59233,TRUE,0.72,0.44,0.99,"-999","Hedge's g",4,-999,"Augmented reality","Intervention: Augmented reality","Learner's motivation","education","education_learning","education_learning_motivation","Learning: Motivation","Benefit","Elementary school","Learner educational level",TRUE,-999,NA,NA
"59233_007",TRUE,18,0.100762964860179,0.00464981688013091,0.196876112840227,-0.060598613806994,0.262124543527352,28.7531558963136,0.0124089256299691,548,59233,TRUE,0.19,-0.38,0.76,"-999","Hedge's g",1,-999,"Augmented reality","Intervention: Augmented reality","Learner's motivation","education","education_learning","education_learning_motivation","Learning: Motivation","Benefit","Secondary school","Learner educational level",TRUE,-999,NA,NA
"61452_003",TRUE,11,0.104480455510379,0.000965334192366579,0.207995576828392,-0.0693080816756661,0.278268992696425,37.8638193331733,0.00943752998484326,796,61452,TRUE,0.15,-0.3,0.6,"-999","d",4,796,"Serious games","Video games: Educational","Motivation","education","education_learning","education_learning_motivation","Learning: Motivation","Benefit","Children","Age",TRUE,-999,NA,NA
"61452_004",TRUE,10,0.163943844729183,0.017175356579342,0.310712332879023,-0.0824615164953693,0.410349205953734,84.8365439034996,0.0452023051968679,1183,61452,TRUE,0.32,-0.15,0.79,"-999","d",8,1183,"Serious games","Video games: Educational","Motivation","education","education_learning","education_learning_motivation","Learning: Motivation","Benefit","Preparatory education","Age",TRUE,-999,NA,NA
"59754_002",TRUE,15,0.260607529048829,0.171935419956151,0.349279638141506,0.111738494919258,0.409476563178399,81.9800858692079,0.0208665756926713,9318,59754,TRUE,0.51,0.32,0.7,"<0.001","Hedge's g",15,9318,"Game based learning","Video games: Educational (with competition)","Motivation","education","education_learning","education_learning_motivation","Learning: Motivation","Benefit","Overall","Overall",TRUE,83,NA,NA
"61447_001",TRUE,6,0.430000880412521,0.214592936676655,0.645408824148387,0.0683587264599277,0.791643034365114,85.8832527649039,0.0601518263242005,317,61447,TRUE,0.9902,0.3127,1.6676,"-999","g",5,317,"Programming instruction","Intervention: Education (programming)","Programming skills","education","education_other","education_other_programming skills","Learning: Programming skills","Benefit","Primary","Educational level",TRUE,-999,NA,NA
"61447_002",TRUE,4,0.319004779284896,0.121125700932369,0.516883857637422,-0.0132086705835571,0.651218229153348,87.0119939031943,0.0306581860156221,767,61447,TRUE,0.6483,-0.0767,1.3733,"-999","g",4,767,"Programming instruction","Intervention: Education (programming)","Programming skills","education","education_other","education_other_programming skills","Learning: Programming skills","Benefit","Secondary","Educational level",TRUE,-999,NA,NA
"34306_034",TRUE,9,0.195755262983448,0.183891638441145,0.20761888752575,0.175837767561719,0.215672758405177,0,0,25242,34306,TRUE,0.2,0.08,0.3,"-999","Pearson's r",9,23899," ","Internet use: Cyberbullying victimization","  ","education","education_other","education_school_attendance problems","Learning: School attendance problems","Risk","overall","overall",TRUE,NA,NA,NA
"61434_001",TRUE,7,0.255308721764747,0.127424243665158,0.383193199864336,0.0406071777318643,0.47001026579763,79.1725222562922,0.0218725751768227,1192,61434,TRUE,0.52,0.2,0.84,"-999","d",7,1192,"Mobile language learning","Screen use: General (mobile phone for language learning)","Second language learning","education","education_literacy","education_literacy_second language","Learning: Second language","Benefit","Elementary & Kindergarten","School level",TRUE,-999,NA,NA
"61434_002",TRUE,3,0.198736377094265,-0.129737400553287,0.527210154741816,-0.352728728626564,0.750201482815093,83.1034662700644,0.0693704377423626,201,61434,TRUE,0.37,-0.14,1.41,"-999","d",3,201,"Mobile language learning","Screen use: General (mobile phone for language learning)","Second language learning","education","education_literacy","education_literacy_second language","Learning: Second language","Benefit","Secondary School","School level",TRUE,-999,NA,NA
"55560_001",TRUE,14,0.393930931293232,0.208323363084681,0.579538499501784,0.0823197641621324,0.705542098424333,92.480336832163,0.11224413195102,676,55560,TRUE,-999,-999,-999,"-999","-999",12,676,"Technology-assisted strategies on English as Foreign language learning","Intervention: English as foreign language","Second language vocabulary","education","education_literacy","education_literacy_second language","Learning: Second language vocabulary","Benefit","Overall","Overall",TRUE,-999,NA,NA
"55560_002",TRUE,11,0.329326367065816,0.107975783942678,0.550676950188953,-0.0422927119291137,0.700945446060745,92.0745367033189,0.125180362995269,519,55560,TRUE,-999,-999,-999,"-999","-999",9,449,"Technology-assisted strategies on English as Foreign language learning","Intervention: English as foreign language","Second language vocabulary","education","education_literacy","education_literacy_second language","Learning: Second language vocabulary","Benefit","Computer","Device",TRUE,-999,NA,NA
"55560_003",TRUE,3,0.621514346822319,0.407489837989663,0.835538855654975,0.26219480163509,0.980833892009548,81.3683891463584,0.0287410356509862,157,55560,TRUE,-999,-999,-999,"-999","-999",3,157,"Technology-assisted strategies on English as Foreign language learning","Intervention: English as foreign language","Second language vocabulary","education","education_literacy","education_literacy_second language","Learning: Second language vocabulary","Benefit","Mobile","Device",TRUE,-999,NA,NA
"55560_006",TRUE,3,0.215214392314285,-0.358597990608319,0.78902677523689,-0.748142587590115,1.17857137221869,94.6522899402735,0.240757646797952,147,55560,TRUE,0.68,-0.94,2.3,"-999","Hedge's G",3,147,"Technology-assisted strategies on English as Foreign language learning","Intervention: English as foreign language","Second language vocabulary","education","education_literacy","education_literacy_second language","Learning: Second language vocabulary","Benefit","Pre/elementary","Educational level",TRUE,-999,NA,NA
"55560_007",TRUE,12,0.423657802947746,0.246422514105368,0.600893091790125,0.126102613005623,0.72121299288987,89.277290573065,0.0848328998246559,569,55560,TRUE,1.06,0.56,1.55,"0.05","Hedge's G",12,531,"Technology-assisted strategies on English as Foreign language learning","Intervention: English as foreign language","Second language vocabulary","education","education_literacy","education_literacy_second language","Learning: Second language vocabulary","Benefit","Secondary","Educational level",TRUE,-999,NA,NA
"20746_001",TRUE,2,0.0137419070086074,-0.174115855355793,0.201599669373008,-0.30164704587737,0.329130859894585,0,0,109,20746,TRUE,0.09,-999,-999,"-999","Cohen d",2,109," ","e-Books: General","  ","education","education_literacy","education_literacy_decoding","Literacy: Decoding","Benefit","overall","overall",TRUE,NA,0.22,NA
"61471_002",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,61471,TRUE,0.151,0.029,0.273,"0.016","d",6,-999,"One-to-one laptop programs","Computer use: Educational","English Language Arts","education","education_literacy","education_literacy_English","Literacy: English","Benefit","Overall","Overall",TRUE,59.99,NA,NA
"47783_016",TRUE,7,0.137889650970768,-0.0379230873762797,0.313702389317815,-0.157277260171997,0.433056562113532,90.0893952443819,0.0474160371991164,1228,47783,TRUE,0.15,-0.03,0.31,"-999","Correlation coefficient",7,1228," ","Intervention: Education (general)","  ","education","education_literacy","education_literacy_language abilities","Literacy: General","Benefit","cross-sectional","study design",TRUE,NA,NA,NA
"52549_003",TRUE,6,0.161491084667219,-0.00660243549218842,0.329584604826626,-0.120716254772696,0.443698424107134,53.5831669788427,0.0226200517235302,294,52549,TRUE,0.31,-0.02,0.64,"-999","Standard mean difference",6,294," ","Intervention: Literacy","  ","education","education_literacy","education_literacy_general","Literacy: General","Benefit","overall","overall",TRUE,43.22,NA,NA
"60309_002",TRUE,12,0.12064044159682,0.06198881255267,0.179292070640969,0.0221719213905099,0.219108961803129,0,0,1095,60309,TRUE,0.31,0.11,0.51,"0.01","Hedge's g",12,1095,"Educational apps","Screen use: Educational apps","Literacy skills","education","education_learning","education_learning_general","Literacy: General","Benefit","Overall","Overall",TRUE,56,NA,NA
"47783_001",TRUE,38,-0.14447671419212,-0.197534142552611,-0.0914192858316294,-0.23355329299741,-0.0554001353868304,90.9142124603019,0.0209255410972427,18318,47783,TRUE,-0.14,-0.18,-0.1,"-999","Correlation coefficient",38,18318," ","Screen use: General","  ","education","education_literacy","education_literacy_language abilities","Literacy: General","Benefit","overall","overall",TRUE,83.67,NA,NA
"47783_022",TRUE,12,0.148443462459183,0.0157446134429689,0.281142311475397,-0.0743407893792659,0.371227714297632,95.9791802486038,0.050211739572143,6083,47783,TRUE,0.16,0.07,0.24,"-999","Correlation coefficient",12,6083," ","Screen use: General (coviewing)","  ","education","education_literacy","education_literacy_language abilities","Literacy: General","Benefit","overall","overall",TRUE,92.81,NA,NA
"47783_015",TRUE,13,0.131004151848905,0.028661911472259,0.233346392225551,-0.0408152695162033,0.302823573214013,81.2516361548898,0.0266240538533896,1955,47783,TRUE,0.13,0.02,0.24,"-999","Correlation coefficient",13,1955," ","TV programs and movies: Educational","  ","education","education_literacy","education_literacy_language abilities","Literacy: General","Benefit","overall","overall",TRUE,82.12,NA,NA
"47569_003",TRUE,8,-0.0933538184174108,-0.182556072696416,-0.00415156413840503,-0.243112897936052,0.0564052611012305,95.2684901896269,0.0145380571155629,16761,47569,TRUE,-0.18,-0.36,-0.01,"-999","Cohen's d",8,16761," ","TV programs and movies: General","  ","education","education_literacy","education_literacy_language","Literacy: General","Benefit","overall","overall",TRUE,95.5,NA,NA
"47783_010",TRUE,5,-0.188104212757417,-0.312390704997985,-0.0638177205168502,-0.396765202605617,0.0205567770907819,70.7369322908373,0.0107857484954663,2792,47783,TRUE,-0.19,-0.33,-0.05,"-999","Correlation coefficient",5,2792," ","TV programs and movies: General (in background)","  ","education","education_literacy","education_literacy_language abilities","Literacy: General","Benefit","overall","overall",TRUE,76.47,NA,NA
"55569_005",TRUE,10,-0.121404738977534,-0.427923947095478,0.18511446914041,-0.63601095418537,0.393201476230301,99.9999999989745,0.240516758006467,3856,55569,TRUE,0.274,0.05,0.5,"0.02","Hedge's g",11,2165,"ABRACADABRA Software","Intervention: Literacy (Abracadabra)","Listening Comprehension","education","education_literacy","education_literacy_listening_comprehension","Literacy: Listening comprehension","Benefit","Overall","Overall",TRUE,89.47,NA,NA
"55569_001",TRUE,13,-0.0899534473186416,-0.327177220082049,0.147270325444766,-0.488221564376179,0.308314669738896,99.9999999982054,0.183249391545605,5095,55569,TRUE,0.187,0.05,0.32,"0.006","Hedge's g",13,3273,"ABRACADABRA Software","Intervention: Literacy (Abracadabra)","Phonics","education","education_literacy","education_literacy_reading_phonics","Literacy: Phonics","Benefit","Overall","Overall",TRUE,50.47,NA,NA
"14243_003",TRUE,4,0.0772173688968579,-0.112860513785851,0.267295251579567,-0.241898879649726,0.396333617443442,13.0906291112757,0.00512346150423572,124,14243,TRUE,0.15,-0.2,0.51,"0.4","Standardized mean difference",4,124," ","Intervention: Literacy (phonics; via computer)","  ","education","education_literacy","education_literacy_reading_phonics","Literacy: Phonics","Benefit","overall","overall",TRUE,0,NA,NA
"55569_002",TRUE,12,-0.0241901300890462,-0.289963265740474,0.241583005562381,-0.470388945103842,0.422008684925749,99.9999999986109,0.217003079685818,5265,55569,TRUE,0.378,0.29,0.46,"<.001","Hedge's g",12,3384,"ABRACADABRA Software","Intervention: Literacy (Abracadabra)","Phonemic Awareness","education","education_literacy","education_literacy_reading_phonomic awareness","Literacy: Phonomic awareness","Benefit","Overall","Overall",TRUE,13.56,NA,NA
"61471_003",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,61471,TRUE,0.117,-0.008,0.243,"0.067","d",4,-999,"One-to-one laptop programs","Computer use: Educational","Reading","education","education_literacy","education_literacy_reading","Literacy: Reading","Benefit","Overall","Overall",TRUE,55.5,NA,NA
"61094_001",TRUE,27,0.0357455277285601,0.0099026517986862,0.0615884036584341,-0.0076413277119671,0.0791323831690874,0,0,5736,61094,TRUE,0.09,-999,-999,"0.153","Standardized mean difference",8,1785,"Technology-supported adaptive instruction for struggling readers","Intervention: Reading","Reading","education","education_literacy","education_literacy_reading","Literacy: Reading","Benefit","Overall","Overall",TRUE,-999,NA,NA
"20746_003",TRUE,7,0.226754843388374,0.104251562301181,0.349258124475567,0.0210876350659357,0.432422051710813,43.1974199725307,0.011693725764026,401,20746,TRUE,0.31,-999,-999,"-999","Cohen d",7,401," ","e-Books: General","  ","education","education_literacy","education_literacy_reading_comprehension","Literacy: Reading comprehension","Benefit","overall","overall",TRUE,NA,0.13,NA
"58322_001",TRUE,26,-0.0240298537758079,-0.080598073704483,0.0325383661528671,-0.119000598797891,0.0709408912462747,0,0,1192,58322,TRUE,-0.07,-0.18,0.04,"-999","Hedges G",26,1086,"digital (vs print) format of reading tools","e-Books: General","Story comprehension","education","education_literacy","education_literacy_reading_comprehension","Literacy: Reading comprehension","Benefit","Overall","Overall",TRUE,35,NA,NA
"55569_004",TRUE,11,-0.0962525235344526,-0.375136272773723,0.182631225704818,-0.564462367740267,0.371957320671362,99.9999999987299,0.215770967041978,5914,55569,TRUE,0.18,0.04,0.32,"0.01","Hedge's g",11,4593,"ABRACADABRA Software","Intervention: Literacy (Abracadabra)","Reading Comprehension","education","education_literacy","education_literacy_reading_comprehension","Literacy: Reading comprehension","Benefit","Overall","Overall",TRUE,73,NA,NA
"58714_001",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,58714,TRUE,-0.423,-0.703,-0.143,"0.003","Hedge's g",12,-999,"Reading on digital device","Screen use: Reading","Reading comprehension","education","education_literacy","education_literacy_reading_comprehension","Literacy: Reading comprehension","Benefit","Overall","Overall",TRUE,92.378,NA,NA
"61444_001",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,61444,TRUE,-999,-999,-999,"-999","-999",-999,-999,"Reading on screen (vs paper)","Screen use: Reading (vs paper)","Reading comprehension","education","education_literacy","education_literacy_reading_comprehension","Literacy: Reading comprehension","Benefit","Overall","Overall",TRUE,-999,NA,NA
"42288_001",TRUE,50,0.129283983803269,0.0701873212567236,0.188380646349815,0.0300683097474019,0.228499657859136,57.9657198821477,0.0221048180639707,3083,42288,TRUE,0.254,0.144,0.364,"-999","Hedges' d",50,1121," ","Intervention: Literacy","  ","education","education_literacy","education_literacy_reading_fluency","Literacy: Reading fluency","Benefit","overall","overall",TRUE,61.98898456,NA,NA
"55569_003",TRUE,6,-0.122794896721637,-0.49250129451459,0.246911501071316,-0.743484253432841,0.497894459989567,99.3143670728415,0.203732880505948,1788,55569,TRUE,0.088,-0.11,0.28,"0.38","Hedge's g",6,1745,"ABRACADABRA Software","Intervention: Literacy (Abracadabra)","Reading Fluency","education","education_literacy","education_literacy_reading_fluency","Literacy: Reading fluency","Benefit","Overall","Overall",TRUE,68.34,NA,NA
"61450_001",TRUE,9,-0.114071281000041,-0.261011882689593,0.0328693206895108,-0.360765598658353,0.132623036658271,76.1899082101385,0.0352880820634282,760,61450,TRUE,-0.18,-0.7,0.33,"0.49","g",7,760,"Reading on screen (vs paper)","Screen use: Reading (vs paper)","Reading performance","education","education_literacy","education_literacy_reading","Literacy: Reading performance","Benefit","Overall","Overall",TRUE,-999,NA,NA
"61444_002",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,61444,TRUE,-999,-999,-999,"-999","-999",-999,-999,"Reading on screen (vs paper)","Screen use: Reading (vs paper)","Reading speed","education","education_literacy","education_literacy_reading speed","Literacy: Reading speed","Benefit","Overall","Overall",TRUE,-999,NA,NA
"55569_006",TRUE,9,-0.0780229956049776,-0.328423065661887,0.172377074451932,-0.498412416323371,0.342366425113416,99.4898111219069,0.144088380107354,5279,55569,TRUE,0.08,-0.11,0.27,"0.401","Hedge's g",10,3310,"ABRACADABRA Software","Intervention: Literacy (Abracadabra)","Vocabulary Knowledge","education","education_literacy","education_literacy_vocabulary_knowledge","Literacy: Vocabulary knowledge","Benefit","Overall","Overall",TRUE,82.51,NA,NA
"58322_002",TRUE,18,0.135548601615342,0.0706692757465442,0.200427927484139,0.0266245816963981,0.244472621534286,0,0,871,58322,TRUE,0.22,0.09,0.35,"-999","Hedges G",14,881,"digital (vs print) format of reading tools","e-Books: General","Vocabulary learning","education","education_literacy","education_literacy_vocabulary learning","Literacy: Vocabulary learning","Benefit","Overall","Overall",TRUE,31,NA,NA
"61471_004",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,61471,TRUE,0.199,0.008,0.39,"0.041","d",3,-999,"One-to-one laptop programs","Computer use: Educational","Writing","education","education_literacy","education_literacy_writing","Literacy: Writing","Benefit","Overall","Overall",TRUE,64.89,NA,NA
"61471_005",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,61471,TRUE,0.165,0.003,0.326,"0.045","d",7,-999,"One-to-one laptop programs","Computer use: Educational","Math","education","education_learning","education_learning_general","Numeracy: General","Benefit","Overall","Overall",TRUE,82.15,NA,NA
"47769_006",TRUE,11,0.154269325322976,0.0220399604841979,0.286498690161754,-0.0677267231362013,0.376265373782153,70.7421359529662,0.0339799155870733,693,47769,TRUE,0.39,-0.1,0.89,"0.09","Hedge's g",2,119," ","Intervention: Cognitive training","  ","education","education_learning","education_learning_general","Numeracy: General","Benefit","overall","overall",TRUE,72.8,NA,NA
"37477_028",TRUE,9,0.430190210901236,0.291317939985035,0.569062481817437,0.197041579948213,0.663338841854259,91.1522289986917,0.0391886221132767,1174,37477,TRUE,1.02,0.56,1.48,"-999","Cohen's d",9,587," ","Intervention: Dynamic geometry software","  ","education","education_numeracy","education_numeracy_geometry","Numeracy: General","Benefit","overall","overall",TRUE,92,NA,NA
"17314_004",TRUE,12,0.382882556935616,0.226218990219855,0.539546123651378,0.119864635078214,0.645900478793019,91.2833516181076,0.0634699113015085,1064,17314,TRUE,0.77,-999,-999,"0.002","Standardized mean difference",12,1064," ","Intervention: Mathematics","  ","education","education_numeracy","education_numeracy_general","Numeracy: General","Benefit","overall","overall",TRUE,NA,0.16,NA
"37653_002",TRUE,85,0.270953745850685,0.210661862429457,0.331245629271913,0.169731450107275,0.372176041594095,97.0972694556826,0.0711745553867163,36793,37653,TRUE,0.28,0.13,0.43,"-999","Cohen's d",85,36793," ","Intervention: Mathematics","  ","education","education_numeracy","education_numeracy_general","Numeracy: General","Benefit","overall","overall",TRUE,0,NA,NA
"47527_001",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,47527,TRUE,0.606,0.488,0.724,"","Hedge's g",31,2290," ","Intervention: Mathematics","  ","education","education_numeracy","education_numeracy_general","Numeracy: General","Benefit","overall","overall",TRUE,85.38,NA,NA
"34670_003",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,34670,TRUE,0.1,-999,-999,"-999","d",38,-999," ","Intervention: Mathematics (in schools)","  ","education","education_numeracy","education_numeracy_general","Numeracy: General","Benefit","overall","overall",TRUE,NA,NA,NA
"37402_009",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,37402,TRUE,0.16,0.11,0.2,"0","adjusted SMD",74,56886," ","Intervention: Mathematics (in schools)","  ","education","education_numeracy","education_numeracy_general","Numeracy: General","Benefit","overall","overall",TRUE,78.88953152,0.02,NA
"18648_001",TRUE,11,0.280951015970588,0.130727264407291,0.431174767533884,0.0287447131389426,0.533157318802233,73.0510365248724,0.0362948902901714,851,18648,TRUE,0.51,-999,-999,"-999","cohen's d",12,872," ","Intervention: Mathematics (via computer in classrooms)","  ","education","education_numeracy","education_numeracy_general","Numeracy: General","Benefit","overall","overall",TRUE,NA,NA,NA
"60309_003",TRUE,24,0.0935464831737765,0.0640832134185757,0.123009752928977,0.0440814534633472,0.143011512884206,0,0,4352,60309,TRUE,0.29,0.16,0.43,"0.01","Hedge's g",24,4352,"Educational apps","Screen use: Educational apps","Math skills","education","education_learning","education_learning_general","Numeracy: General","Benefit","Overall","Overall",TRUE,76,NA,NA
"47569_004",TRUE,7,-0.123034716795145,-0.176197849761038,-0.0698715838292515,-0.212288759998996,-0.0337806735912935,78.6176283319264,0.00354400550889713,14115,47569,TRUE,-0.25,-0.33,-0.16,"-999","Cohen's d",7,14401," ","TV programs and movies: General","  ","education","education_numeracy","education_numeracy_general","Numeracy: General","Benefit","overall","overall",TRUE,70.7,NA,NA
