handle,author_id,name,party,N_tweets,followers_count,following_count,tweet_count,created_at,congress,type,NG_unreliable_share,NG_score_mean,accuracy_mean,transparency_mean,independent_unreliable_share,avg_belief_score,avg_truth_score,avg_belief_score_2010_to_2013,avg_truth_score_2010_to_2013,avg_belief_score_2019_to_2022,avg_truth_score_2019_to_2022,LIWC_analytic_mean,LIWC_authentic_mean,LIWC_moral_mean,VADER_neg_mean,VADER_pos_mean,VADER_neu_mean,VADER_compound_mean,ideology_mean,ideology_std,ideology_count,state,pf_score
LisaBRochester,4049197462,Lisa Blunt Rochester,Democrat,769,14709,643,932,2015-10-26 22:17:18+00:00,117.0,official,0.0,95.61855670103093,3.85,2.76,0.01,0.03892416643692828,-0.0001137559667846685,,,0.05104465680402986,0.009218087009386134,72.18604681404422,32.82784135240572,0.4404681404421326,0.033927178153446036,0.19515084525357607,0.7709154746423926,0.45748478543563065,,,,,
DwightEvansPA,4069841354,Dwight Evans,Democrat,4462,5566,1214,12003,2015-10-30 15:15:26+00:00,116.0,official,0.03288201160541586,94.92230818826563,4.010028653295129,2.8502865329512894,0.007879656160458453,0.005494227894743176,-0.012794518019307173,,,0.02329153885240535,0.0034441858371716317,78.1108695652174,21.46548632900045,0.46401389511429847,0.05649887942626625,0.1255880770954729,0.8179125952487674,0.19453798744957418,0.21730325552805016,0.1416044696375445,6.0,PA,
BobMenendezNJ,407039290,Menendez for NJ,Democrat,2570,16451,8341,3333,2011-11-07 15:08:13+00:00,116.0,official,0.0032679738562091504,96.859477124183,3.9655172413793105,2.8850574712643677,0.007662835249042145,-0.003996470711328048,-0.023574954228887706,-0.011242976198094478,-0.011003499606128724,-0.014600513568812498,-0.02835470229139678,78.47369260700388,25.152322957198443,0.5458677042801556,0.06189649805447471,0.12218793774319067,0.8159120622568092,0.1510341634241245,,,,,
JerryNadler,408816873,Jerry Nadler,Democrat,1094,23346,1680,1425,2011-11-09 22:46:48+00:00,116.0,official,0.0,95.76923076923077,3.948717948717949,2.871794871794872,0.01282051282051282,0.02311884252468186,-0.011890373690624269,-0.04874643545723242,-0.06393631649223579,0.04525867909088133,-0.004570939380789319,76.10839122486288,30.770447897623402,0.8191590493601463,0.07281352833638026,0.17998720292504572,0.7471882998171846,0.29342020109689215,0.15611087944422813,0.034787874830436064,9.0,NY,0.625
Dr_RaulRuiz,409522947,Dr. Raul Ruiz,Democrat,205,3372,189,242,2011-11-10 21:23:33+00:00,116.0,official,0.0,97.72727272727273,4.2,3.0,0.0,-0.00945185756343787,-0.026855598379178353,-0.01959792053127346,-0.030277323197627225,0.022863087001289695,-0.016018460199673328,79.24765853658536,34.81804878048781,0.5409268292682927,0.021946341463414634,0.1868829268292683,0.7911658536585365,0.4044985365853659,,,,,
MarkWarnerVA,409719505,Mark Warner HQ,Democrat,1703,15566,2014,1952,2011-11-11 03:59:32+00:00,116.0,official,0.0,91.9973544973545,4.146788990825688,2.871559633027523,0.0,0.023334882741329672,0.011733212114467907,-0.007602496128028722,-0.010228313383115297,0.039618621569936535,0.03303758188457518,78.85617146212566,25.87596594245449,0.3376688197298884,0.0464192601291838,0.15617263652378155,0.7974298297122724,0.32562695243687606,,,,,0.614
TeamMcCain,4107251,Team McCain,Republican,2031,11892,7248,4878,2007-04-11 02:02:53+00:00,114.0,campaign,0.020202020202020204,88.9090909090909,3.8181818181818183,2.696969696969697,0.06060606060606061,-0.04291650785132485,-0.03910824296932486,,,,,85.88698178237321,15.821452486459872,0.42536681437715407,0.04945347119645495,0.12817380600689318,0.8223806006893156,0.16026361398325947,0.738757019621658,0.08632271833376778,5.0,AZ,
AngieCraigMN,411861905,Angie Craig,Democrat,3454,25502,314,3738,2011-11-14 00:01:21+00:00,116.0,official,0.02059732234809475,95.51287332646756,4.045103092783505,2.904639175257732,0.005154639175257732,0.05432757954840568,0.02255443518158295,,,0.06047916594430557,0.025768118896955846,74.81428778228141,33.46610885929357,0.43011291256514184,0.047136942675159235,0.1707617255356109,0.7821105964099594,0.39962651997683846,0.3712667510101835,0.06213907536512924,3.0,MN,
SuzanDelBene,41225640,Suzan DelBene,Democrat,1589,6447,568,2140,2009-05-19 22:14:44+00:00,116.0,official,0.0,94.6390134529148,3.9271844660194173,2.8106796116504853,0.0048543689320388345,0.03376332715460484,0.007434417075660598,0.03311372702249818,0.007177922338735542,0.03600959545834348,0.0053518468677118385,78.99633731906859,31.99528005034613,0.5974826935179358,0.04641346758967905,0.1874940213971051,0.7660956576463185,0.3666815607300189,,,,,
DeanHeller,41363507,Dean Heller,Republican,3915,22370,10072,5004,2009-05-20 14:01:08+00:00,115.0,campaign,0.013636363636363636,89.01590909090909,3.9802631578947367,2.8782894736842106,0.01644736842105263,0.016605282143324754,0.0006813886836208407,-0.002367800568335829,-0.003495944082266202,0.057100329446241105,-0.00289212672765501,74.33108556832696,22.12539974457216,0.4276704980842912,0.04308965517241379,0.16738416347381863,0.7895264367816092,0.28696500638569605,0.7209135016757123,0.06113062394088163,6.0,NV,
RepSmucker,41417564,Rep. Lloyd Smucker,Republican,4768,13095,445,6368,2009-05-20 18:31:13+00:00,118.0,official,0.0,92.7720848056537,4.222641509433962,2.871698113207547,0.01509433962264151,-0.015977422518710125,0.0072663333287564195,-0.1283562058446508,-0.08076935849162632,0.00901021175251674,0.022389483007904554,83.82710780201343,26.554049916107385,0.41117869127516776,0.03902663590604027,0.14213066275167785,0.81884375,0.2905778313758389,0.6780743497478668,0.09380732442346541,5.0,PA,
BLeeForCongress,414436134,Barbara Lee,Democrat,8487,64143,817,9548,2011-11-17 01:52:10+00:00,116.0,official,0.013228459063282088,93.57168394708616,3.819245283018868,2.751698113207547,0.016981132075471698,0.06387799868263558,0.04926895670396829,-0.083452322930603,-0.07907461680311978,0.06398261818302899,0.04595322004862509,73.70913279132792,28.554716625427126,1.144345469541652,0.09935289265936137,0.1306134087427831,0.7700289855072464,0.06877161541180629,0.009170109092701198,0.012687151822663657,9.0,CA,
aguilarpete,41533245,Pete Aguilar,Democrat,541,3134,710,734,2009-05-21 05:04:40+00:00,116.0,official,0.029411764705882353,93.88235294117646,4.103448275862069,2.9655172413793105,0.034482758620689655,-0.001994667323563293,-0.022804673402783825,-0.011171523282333867,-0.031091397288978945,0.20516746695415378,0.10595839133993318,79.2890573012939,32.666746765249535,0.4716081330868761,0.03648428835489834,0.19951571164510168,0.764,0.40837800369685767,0.2914492903277945,0.06763683008628664,7.0,CA,
GReschenthaler,4205133682,Rep. Guy Reschenthaler,Republican,3636,30250,910,5209,2015-11-16 22:15:01+00:00,118.0,official,0.062261753494282084,83.35578144853875,3.4518828451882846,2.4728033472803346,0.12552301255230125,0.01006002675956056,-0.002772949508571303,,,0.016670644524839764,-0.00222792490678036,81.35405390539054,22.34228822882288,0.6445214521452145,0.08647387238723872,0.11162706270627062,0.8019037403740374,0.058029922992299234,0.7476147835314984,0.03781495044383874,3.0,PA,
LloydSmuckerPA,4212470319,Lloyd Smucker,Republican,340,1515,180,419,2015-11-17 20:19:06+00:00,116.0,official,0.0,97.03125,4.488372093023256,2.9302325581395348,0.0,0.03584025150273435,0.017435984937128318,,,0.009427636299498976,-0.02754885000435698,80.92755882352941,29.396852941176473,0.2818235294117647,0.02981176470588235,0.18709411764705883,0.7830882352941176,0.35527323529411764,0.6780743497478668,0.09380732442346541,5.0,PA,
JimmyPanetta,4228409359,Jimmy Panetta,Democrat,569,2287,71,597,2015-11-13 23:14:17+00:00,117.0,official,0.0,93.8425925925926,3.625,2.5833333333333335,0.041666666666666664,-0.05561488910177849,-0.061237669103469415,,,-0.049809331673478355,-0.05429922832090586,87.38356766256591,30.070474516695956,0.6567311072056239,0.01651493848857645,0.17954833040421792,0.803933216168717,0.44248541300527244,0.31826669025954796,0.016849191959629795,5.0,CA,
BradleyByrne,42481696,Bradley Byrne,Republican,3049,16327,118,3764,2009-05-25 20:36:05+00:00,116.0,official,0.11350293542074363,81.02837573385519,3.157303370786517,2.235955056179775,0.1662921348314607,0.03186081266242682,-0.01380753323323252,-0.06080070258769663,-0.07990838253920475,0.045762130689265754,-0.0057682997071709045,77.26536897343391,28.003158412594296,0.47975073794686784,0.04858117415546081,0.191149885208265,0.7602640209904887,0.36480629714660545,0.8068655281753779,0.07758727726472586,7.0,AL,
CongBoyle,4304448314,Rep. Brendan Boyle,Democrat,4902,19516,3572,6355,2015-11-20 20:17:53+00:00,118.0,official,0.004754358161648178,94.92472266244057,4.035343035343035,2.8316008316008316,0.006237006237006237,0.010806879104152626,0.01579496757636365,,,0.019735537824215735,0.0264931682772129,81.41003263973887,28.620028559771523,0.5790554875560995,0.06567197062423501,0.13260934312525502,0.8017139942880457,0.19394414524683803,0.308414699373893,0.059531004582386325,7.0,PA,
JoshGottheimer,431105217,Josh Gottheimer,Democrat,3082,7195,875,3477,2011-12-07 22:45:24+00:00,117.0,official,0.004634994206257242,96.63499420625725,4.074503311258278,2.9188741721854305,0.0033112582781456954,0.026355226478903142,0.011792952505312513,,,0.05310420845776441,0.04049973546984681,75.99062297209605,24.51457819597664,0.583040233614536,0.05927352368591824,0.1555158987670344,0.7852021414665801,0.2911020116807268,0.563746526070937,0.06680708124947296,5.0,NJ,
GKButterfield,432676344,G. K. Butterfield,Democrat,4778,22983,1109,6990,2011-12-09 17:17:22+00:00,117.0,official,0.0,94.35699373695198,4.13677130044843,2.8721973094170403,0.008968609865470852,-0.024637786067715405,-0.010176279386937416,-0.059026628288311046,-0.026483849067569426,-0.0778287337505173,-0.05712150218556913,82.99051067392213,27.86182293846798,0.5931331100879028,0.052723943072415236,0.1428509836751779,0.8044261197153622,0.23577505232314777,0.3269270699179348,0.03900619989622942,8.0,NC,
LindseyGrahamSC,432895323,Lindsey Graham,Republican,10878,2211194,1997,14634,2011-12-09 22:21:03+00:00,116.0,official,0.022176022176022176,83.72349272349273,3.615597783056215,2.4718923198733176,0.060174188440221696,0.02697485126888056,0.005623127198915194,0.015066086583450952,-0.008841467995077545,0.05654141432133207,0.031185250410251796,81.53052675124103,29.927798308512596,0.46437212722927007,0.06352941717227431,0.12235024820739106,0.8141146350432065,0.1541546332046332,0.7057142217920023,0.042397634699503695,9.0,SC,0.462
RashidaTlaib,435331179,Rashida Tlaib,Democrat,8191,1436191,2621,18714,2011-12-12 23:07:37+00:00,116.0,official,0.010575793184488837,94.24735605170387,3.816793893129771,2.7442748091603053,0.022900763358778626,0.0340942218707232,0.007225206129154405,0.014067078830657217,0.013159690462603398,0.06864512147816411,0.02901403582331314,68.14579538517886,23.355663533146135,0.8884287632767671,0.08453448907337321,0.13060761811744598,0.7848555731900867,0.08507688926870956,0.07446183092742387,0.008249544807018516,3.0,MI,
SenCoonsOffice,435500714,Office of Sen. Coons,Democrat,1698,7471,106,2183,2011-12-13 04:02:30+00:00,117.0,official,0.0,94.02777777777777,4.294117647058823,2.8823529411764706,0.0,-0.07891570516406689,-0.04183989152047059,-0.07941258583629328,-0.04270600323087014,,,92.97194935217904,16.804534746760893,0.3072909305064782,0.031007656065959954,0.10871201413427561,0.8602809187279152,0.17126654888103654,,,,,
JoshHarder,438665212,Josh Harder,Democrat,2178,19110,196,2435,2011-12-16 21:32:56+00:00,116.0,official,0.0099601593625498,96.46414342629483,4.298507462686567,2.908315565031983,0.0042643923240938165,0.04957140062589438,0.02094484740481048,,,0.06361400515676284,0.03518971104870936,67.99436639118458,30.460036730945824,0.48204315886134064,0.0556505968778696,0.15365518824609734,0.7906887052341597,0.2736538567493113,0.3860949104604021,0.094784561441046,3.0,CA,
SenSherrodBrown,43910797,Sherrod Brown,Democrat,7545,502779,344,9263,2009-06-01 16:07:45+00:00,117.0,official,0.0007880220646178094,94.71434200157604,4.1316033364226135,2.9165894346617236,0.0,0.023607870870507593,0.025189562527083036,-0.03222375385949501,0.00022802888697913206,0.03230799603955823,0.021418139439511038,78.70792577866138,24.052149768058317,0.6898277004638834,0.06314777998674619,0.1337969516235918,0.8030576540755466,0.20168015904572564,0.13072449756313367,0.03250416440749993,9.0,OH,0.649
BeraForCongress,43986986,Dr. Ami Bera,Democrat,1156,4059,1323,1546,2009-06-01 22:15:55+00:00,116.0,official,0.030612244897959183,95.18877551020408,4.0978260869565215,2.9130434782608696,0.03260869565217391,-0.031881585528255325,-0.04245107760235639,-0.021922521930026348,-0.02815937793320047,0.06102160904193855,0.03733214403830732,81.26724048442907,32.44102941176471,0.40373702422145324,0.0285121107266436,0.16743598615916955,0.80405276816609,0.38968589965397926,,,,,0.5
JuliaBrownley,44251742,Julia Brownley,Democrat,618,4247,51,712,2009-06-03 00:44:33+00:00,116.0,official,0.0,96.5625,4.166666666666667,3.0,0.0,0.028178643327930603,0.0178493449564645,0.014758762094537341,0.022788672632654005,0.05651060694340249,0.01156154178321119,76.37540453074433,35.16925566343042,0.44622977346278314,0.039309061488673136,0.18541747572815534,0.775289644012945,0.3975776699029126,,,,,
RepRichardNeal,442824717,Rep. Richard Neal,Democrat,2821,41478,105,4039,2011-12-21 14:18:30+00:00,118.0,official,0.0,92.60135135135135,4.3625,2.9458333333333333,0.0,-0.01638668914768125,-0.008567570550767886,-0.010879174541961687,-0.02410562248705104,0.0012025384106680945,0.016280486103460747,84.59869549805035,29.279822757887274,0.41667493796526056,0.03829563984402694,0.15587274016306274,0.8058333924140375,0.36232743707905,,,,MA,
FrancisRooney,4433285713,Francis Rooney,Republican,480,1766,69,537,2015-12-02 17:10:34+00:00,116.0,official,0.018691588785046728,91.14953271028037,3.736842105263158,2.6315789473684212,0.10526315789473684,0.03202537534967322,0.02747343429348751,,,,,79.9513125,23.14077083333333,0.5041666666666667,0.039850000000000003,0.222225,0.7379333333333334,0.40802333333333335,0.6793393012932268,0.11000906654874956,4.0,FL,
JohnMShimkus,4490291893,John Shimkus,Republican,47,649,209,40,2015-12-07 22:08:01+00:00,116.0,official,0.0,69.5,3.0,2.0,0.0,-0.04374351115746606,-0.06100157031039629,,,,,79.08617021276596,27.25468085106383,0.9336170212765956,0.06419148936170213,0.2022127659574468,0.7335744680851064,0.3568617021276596,0.6758090889709458,0.048614430270223725,8.0,IL,
TeamStabenow,456137574,Stabenow for Senate,Democrat,337,1943,1624,492,2012-01-05 22:35:10+00:00,115.0,campaign,0.0,94.56395348837209,4.169014084507042,2.9295774647887325,0.0,-0.03861421184309996,-0.04314759134922042,-0.03861421184309996,-0.04314759134922042,,,82.43083086053412,17.365727002967358,0.2509792284866469,0.044845697329376856,0.12784866468842732,0.827299703264095,0.19400089020771513,,,,,
MichaelBennet,45645232,Michael Bennet,Democrat,4025,54030,2667,5593,2009-06-08 19:21:51+00:00,117.0,official,0.0019801980198019802,94.5029702970297,4.036199095022624,2.823529411764706,0.0,0.05433197441584391,0.02606012173531543,0.05140969877204312,0.04541386728095268,0.05737439280255312,0.027044648884566234,72.16064099378882,35.25678260869565,0.37127204968944094,0.055952049689440994,0.14304347826086958,0.8010032298136646,0.2866059627329192,,,,,
Donald_McEachin,459051498,Donald McEachin,Democrat,1748,8536,1844,2595,2012-01-09 07:09:57+00:00,117.0,official,0.007380073800738007,90.99261992619927,4.176113360323886,2.9068825910931175,0.008097165991902834,0.01365992675464642,-0.006393800282067282,0.051997793646211495,0.0301637783768444,0.02679473947310786,-0.0025995997951212568,70.14241990846682,25.36987414187643,0.5437299771167048,0.04328604118993135,0.17472311212814645,0.7819879862700229,0.24480852402745995,0.26159164087863856,0.029562682472770198,4.0,VA,0.5
HeidiHeitkamp,460376288,Heidi Heitkamp,Democrat,2460,31484,276,2765,2012-01-10 17:57:11+00:00,115.0,campaign,0.0,91.91160220994475,4.222641509433962,2.943396226415094,0.0037735849056603774,0.006387903594069514,-0.029867731268416242,-0.050429955607476706,-0.07653846180447313,0.031739776741480055,0.001316285068870753,74.54541056910568,36.06978048780488,0.38932926829268294,0.043419512195121954,0.18275813008130082,0.7738256097560976,0.39970174796747965,0.5303150787349761,0.08680134632245101,6.0,ND,0.4
ReElectWittman,46184745,Rob Wittman,Republican,781,2002,97,1263,2009-06-10 18:23:29+00:00,116.0,official,0.04285714285714286,87.17857142857143,3.8627450980392157,2.7254901960784315,0.0784313725490196,0.02483232118064074,0.00958002758304567,0.05084788484636353,0.013133694005174381,0.027967934256601688,0.01544876359575948,76.35601792573624,29.987900128040973,0.3636107554417414,0.038387964148527534,0.1690742637644046,0.7925326504481434,0.3594385403329065,,,,,
RepCicilline,462143773,Congressman David N. Cicilline,Democrat,5179,34626,14251,7876,2012-01-12 16:26:40+00:00,118.0,official,0.0013315579227696406,93.47403462050599,3.986899563318777,2.8282387190684135,0.002911208151382824,-0.055573014972917334,-0.02550265641903118,-0.11850149360941835,-0.09185071748864308,-0.00833165141894739,-0.0030823173174716694,86.79915234601275,21.306174937246574,0.5229059664027805,0.061272639505696086,0.10263622320911372,0.8360868893608805,0.11428028576945357,,,,RI,
Vote_Davidson,4624539143,Warren Davidson,Republican,117,1920,570,310,2015-12-27 19:22:18+00:00,116.0,official,0.18181818181818182,84.22727272727273,3.5714285714285716,2.5714285714285716,0.14285714285714285,0.04484824292875385,0.007036935011894044,,,0.05452610696187513,-0.018738648169647504,77.11128205128206,23.904102564102566,0.4576068376068376,0.028017094017094017,0.2584017094017094,0.7135897435897436,0.44653760683760685,0.6529572630586425,0.06086133228999564,6.0,OH,
TimRyan,466532637,Tim Ryan,Democrat,8839,311384,2122,11028,2012-01-17 14:24:26+00:00,116.0,official,0.0016038492381716118,93.07217321571773,4.0126715945089755,2.833157338965153,0.006335797254487857,0.06268841676595031,0.020308531646770853,-0.042389798859849885,-0.053362242494540135,0.06688279757171392,0.02276947364352914,67.56383274867036,27.970148240353062,0.45007581758515336,0.060349926462269485,0.15891265980314515,0.7807370743296753,0.2594307274578572,0.3296052473871101,0.0207153570611752,9.0,OH,0.742
RepJeffries,467823431,Hakeem Jeffries,Democrat,4343,849960,1063,5141,2012-01-18 21:54:44+00:00,118.0,official,0.0,95.57635009310987,4.024621212121212,2.912878787878788,0.001893939393939394,0.023069166538361528,0.0017769716702992961,0.031496437576467,0.02624171446021969,0.024826696220259754,-0.0011959318102279363,80.87119042136773,26.69764448537877,1.2681142067695141,0.11602924245912964,0.11408519456596822,0.7698830301634815,-0.017555100161178908,,,,NY,
CoriBush,4696552878,Cori Bush,Democrat,6180,867979,2094,8594,2016-01-02 14:36:12+00:00,117.0,official,0.0,91.79560810810811,3.8214285714285716,2.738095238095238,0.007936507936507936,0.022435485690242445,-0.020858361050761387,,,0.02419847233412014,-0.024585284226487817,61.46149352750808,24.460789644012944,0.6797815533980582,0.05011877022653721,0.2016496763754045,0.7482373786407767,0.2668776699029126,,,,MO,
CartwrightPA,472315803,Matt Cartwright,Democrat,1381,4847,456,1476,2012-01-23 20:37:26+00:00,116.0,official,0.018867924528301886,93.07232704402516,4.25,2.875,0.03125,0.012669748517424636,0.0019883540736914973,-0.006389889664806667,-0.0261166835547326,0.05778652000282099,0.05671012255859829,76.9278131788559,36.6911151339609,0.3427733526430123,0.03172338884866039,0.17027588703837798,0.7979949312092686,0.4102394641564084,,,,,
RosenforNevada,4749863113,Jacky Rosen,Democrat,2085,35428,646,2510,2016-01-12 20:33:06+00:00,116.0,official,0.0196078431372549,94.09893048128342,4.074712643678161,2.8505747126436782,0.005747126436781609,0.03577591790572323,0.004715724013315063,,,0.04015404282492771,0.005619096157711055,77.48334772182254,24.584589928057554,0.5492805755395683,0.06636019184652278,0.14980143884892086,0.7838383693045564,0.2711032134292566,0.3570337072822525,0.0491948047414266,5.0,NV,0.563
SenFeinstein,476256944,Senator Dianne Feinstein,Democrat,12122,1452064,261,14301,2012-01-27 23:06:59+00:00,117.0,official,0.0,97.30432737535277,4.081439393939394,2.946022727272727,0.003787878787878788,0.025630283970188506,0.04999348077586676,-0.00972578383653634,0.014463939545571259,0.023882291011965467,0.04640231308644319,79.34686520376175,26.547672826266293,0.5850412473189243,0.0872266952648078,0.13858241214321068,0.7741871803332784,0.14164539679920804,,,,,0.469
reschenthaler,477223342,Guy Reschenthaler,Republican,632,3281,152,854,2012-01-28 23:48:42+00:00,116.0,official,0.07692307692307693,85.6826923076923,3.642857142857143,2.5952380952380953,0.11904761904761904,-0.027623442671461187,-0.06394022903913037,-0.06790645861087129,-0.10741628421408221,0.057450100940170834,0.0074983242269628355,84.5345253164557,33.67136075949367,0.7002215189873418,0.030518987341772153,0.19176740506329115,0.7777215189873418,0.39831566455696205,0.7476147835314984,0.03781495044383874,3.0,PA,
TinaSmithMN,47724293,Tina Smith,Democrat,4881,84863,4132,7004,2009-06-16 19:48:15+00:00,116.0,official,0.0,96.18405365126677,4.052536231884058,2.911231884057971,0.0,0.03556639630830055,0.008994980979147577,0.045126800729984345,-0.012351701783881966,0.0595997099405878,0.032953927481174025,71.59018233968449,27.365775455849214,0.4609465273509527,0.04524626101208769,0.1845142388854743,0.770239500102438,0.39510758041384964,0.16253952824987314,0.06648053616085664,4.0,MN,0.625
brianschatz,47747074,Brian Schatz,Democrat,12510,398085,3280,21401,2009-06-16 21:54:28+00:00,116.0,official,0.009375,93.8296875,3.8989547038327528,2.7909407665505226,0.010452961672473868,0.11139657621992766,0.06670508584943674,-0.00989960650846251,-0.010824009527774126,0.12762671356391575,0.06991389013428044,54.03077027675572,31.991198208286676,0.5156950887857943,0.07167769784172662,0.12888920863309353,0.7994327737809752,0.11845739408473221,,,,,
RepRoybalAllard,479872233,Rep. Lucille Roybal-Allard,Democrat,9299,35103,5876,11151,2012-01-31 21:30:43+00:00,117.0,official,0.0,94.7936507936508,4.043939393939394,2.868181818181818,0.0,-0.15481093194117104,-0.13826950744851432,-0.03620411322178359,-0.013286844376717202,-0.2312233603737115,-0.20971996934055556,84.49443596085601,19.867339498870848,0.6514205828583718,0.05172437896548016,0.12887374986557693,0.819398645015593,0.23791751801268954,,,,,
Marcy_Kaptur,480872337,Marcy Kaptur,Democrat,259,4653,290,351,2012-02-02 00:59:55+00:00,116.0,official,0.0,96.03658536585365,4.0,2.8947368421052633,0.0,0.022752926815037697,0.0009906434751179895,-0.03038410754336131,-0.05639992425313092,0.08309623015530862,0.06332429319077741,78.70814671814672,22.71791505791506,0.4127413127413127,0.056660231660231666,0.16562548262548263,0.7777220077220077,0.27319845559845557,,,,,0.643
SteveKingIA,48117116,Steve King,Republican,4069,104851,391,5310,2009-06-17 21:09:41+00:00,116.0,official,0.18276762402088773,75.7402088772846,3.023876404494382,2.1657303370786516,0.27808988764044945,0.014140133172706204,-0.021091131014391806,-0.006838913002916617,-0.023953716345473133,0.029858344772050634,-0.012180827312374338,74.19315802408455,27.726016220201526,0.7296633079380683,0.07497739002211846,0.11728336200540673,0.8077340869992627,0.09620911771934136,0.8141972373419255,0.06459313323603263,8.0,IA,0.163
McHenryCampaign,481437062,Patrick McHenry,Republican,1443,1670,444,1633,2012-02-02 19:10:01+00:00,116.0,official,0.012320328542094456,85.67556468172485,3.4564102564102566,2.4564102564102566,0.1076923076923077,-0.008244455956202193,-0.02750054430257639,-0.12164812257690537,-0.11450564511914785,0.05099026287289178,0.022450332879316914,81.63015939015939,24.523866943866945,0.4801593901593902,0.048479556479556485,0.1735003465003465,0.7780048510048511,0.33314421344421347,,,,,
BenMcAdams,48255275,Ben McAdams,Democrat,1737,18602,3817,1925,2009-06-18 05:15:10+00:00,116.0,official,0.0,98.22115384615384,4.097560975609756,2.975609756097561,0.0,-0.007234399270839218,-0.04180770085460696,-0.01331231874623498,-0.041474742835455596,0.011198060725857587,-0.03506906852413998,63.86021876799079,39.42120322394934,0.338468624064479,0.038658031088082905,0.15602705814622914,0.805314335060449,0.2681585492227979,0.47022315397231873,0.03326544580423769,2.0,UT,
Eshoo4Congress,482713734,Anna Eshoo for Congress,Democrat,392,1846,530,622,2012-02-04 07:02:26+00:00,116.0,official,0.0,94.375,4.107142857142857,2.8214285714285716,0.0,-0.07416231520856371,-0.0706378950502204,-0.07326140473481503,-0.04085168386025641,-0.07266997153183014,-0.08471870527133811,81.1161224489796,19.431887755102043,0.48234693877551016,0.020321428571428574,0.19070408163265307,0.7889719387755102,0.442719387755102,,,,,
LouieGohmertTX1,4827594804,Louie Gohmert,Republican,287,8348,168,341,2016-01-28 23:30:55+00:00,116.0,official,0.26666666666666666,80.83333333333333,2.5384615384615383,1.9230769230769231,0.5384615384615384,-0.013688344773937981,-0.03438244912444409,,,0.02926060678306729,0.005240882475255193,79.68557491289198,20.201393728222996,1.138815331010453,0.039881533101045294,0.17797909407665505,0.7821567944250871,0.33511045296167247,,,,,0.054
MikeJohnson,4849654052,Mike Johnson,Republican,306,2197,135,454,2016-02-02 14:48:05+00:00,116.0,official,0.06666666666666667,88.8,4.0,2.6666666666666665,0.16666666666666666,0.020620115736118154,-0.023117218582310823,,,-0.01013560870596736,-0.06436372673643337,82.50493464052288,25.341568627450982,0.442875816993464,0.025408496732026144,0.18141503267973855,0.7931830065359478,0.398390522875817,0.7281351455169442,0.038182027270764654,5.0,LA,
davidjtrone,4851790919,David Trone,Democrat,1687,9530,618,2004,2016-01-27 01:12:55+00:00,116.0,official,0.0,94.57194244604317,3.9575757575757575,2.8545454545454545,0.006060606060606061,0.06113471269426754,0.03148186409717644,,,0.07047540153313661,0.0368022151636743,69.18467101363366,30.63772377000593,0.6977296976882039,0.06478719620628334,0.1806597510373444,0.7545637225844695,0.2940377000592768,0.3055219727718664,0.038882750947602115,3.0,MD,
SenJackReed,486694111,Senator Jack Reed,Democrat,6389,111217,53,7945,2012-02-08 15:24:01+00:00,117.0,official,0.0,94.52220248667851,4.022357723577236,2.8841463414634148,0.008130081300813009,-0.05130184390886015,-0.03522941621058921,-0.07910560077307248,-0.036966676149970894,-0.03710427657064172,-0.04136478847653992,87.77383628110816,20.72684457661606,0.6506385975896072,0.045750821724839574,0.20320629206448584,0.7510417905775552,0.430559054625137,0.1276683187831011,0.031589893746037864,9.0,RI,0.7140000000000001
JakeAuch,4870048156,Jake Auchincloss,Democrat,1519,11151,202,2569,2016-02-01 18:10:16+00:00,117.0,official,0.0,93.68263473053892,3.964788732394366,2.908450704225352,0.0,0.029960984557919342,0.019896979099713524,,,0.03191314499048203,0.020247205786701545,76.63342988808427,27.456846609611585,0.5856813693219223,0.05419289005924951,0.14179986833443056,0.80400724160632,0.2459795918367347,,,,MA,
grace4congress,4895651115,Grace Napolitano,Democrat,107,698,171,128,2016-02-10 18:50:05+00:00,116.0,official,0.0,96.04166666666667,4.1,2.9,0.0,0.06460670180978605,0.04501140496658548,,,,,79.86785046728973,24.156542056074766,1.2013084112149532,0.06457943925233645,0.18690654205607476,0.7485514018691589,0.29770747663551406,,,,,
Bethvanduyne,489856457,Beth Van Duyne,Republican,2834,28013,782,3973,2012-02-11 23:59:29+00:00,117.0,official,0.0645933014354067,80.82894736842105,3.252659574468085,2.3430851063829787,0.14893617021276595,0.03629882405999735,-0.010057108619071059,0.019332822557811016,-0.014425548959565644,0.05542370732890814,0.008403813430698855,67.88942836979534,28.099707127734654,0.6481933662667607,0.05857445306986592,0.18587332392378264,0.7555525758645024,0.2763418136908963,,,,TX,
BrianFitzUSA,4905487413,Brian Fitzpatrick 🇺🇸,Republican,884,3272,271,961,2016-02-13 18:11:30+00:00,116.0,official,0.0449438202247191,85.53932584269663,3.578125,2.4375,0.078125,0.0011652245514387803,-0.005368299458314085,,,-0.01211743148325854,-0.012956709522719193,79.28927601809954,21.671640271493214,0.5518891402714933,0.054104072398190046,0.17722624434389142,0.7686787330316742,0.3376661764705882,,,,,
